Price,Age_08_04,Mfg_Year,KM,HP,CC,Quarterly_Tax,Weight
11990,40,2001,36566,110,1600,85,1090
10750,36,2001,36269,110,1600,85,1075
13950,37,2001,36074,110,1600,19,1075
11250,44,2001,36066,110,1600,69,1040
12950,39,2001,34599,110,1600,85,1075
11950,41,2001,34000,110,1600,85,1075
10950,42,2001,33623,97,1400,69,1025
12950,33,2001,33591,110,1600,85,1075
12950,35,2001,33258,110,1600,85,1075
11695,43,2001,33113,110,1600,85,1075
11000,41,2001,33000,110,1600,19,1075
13950,35,2001,32941,110,1600,85,1080
11950,38,2001,32781,110,1600,85,1075
11750,40,2001,32532,110,1600,69,1040
12400,34,2001,32431,97,1400,85,1060
12500,35,2001,32000,110,1600,69,1040
12900,33,2001,31000,110,1600,19,1075
12200,41,2001,30989,110,1600,69,1045
12750,43,2001,30742,110,1600,69,1040
11950,42,2001,30190,110,1600,85,1075
11900,41,2001,29716,116,1600,85,1075
11950,44,2001,29716,110,1600,85,1070
14950,42,2001,29640,110,1600,85,1055
11950,41,2001,29056,97,1400,85,1060
12950,33,2001,28715,110,1600,85,1075
14950,41,2001,28571,110,1600,85,1090
13450,40,2001,28362,110,1600,69,1040
13750,38,2001,28150,110,1600,85,1075
12950,43,2001,27301,110,1600,69,1040
12750,33,2001,27240,110,1600,85,1075
11895,39,2001,27170,97,1400,85,1060
9950,42,2001,27141,97,1400,85,1060
12450,38,2001,26262,110,1600,85,1075
12500,38,2001,26000,97,1400,85,1060
14950,43,2001,25228,110,1600,69,1045
13750,39,2001,25062,110,1600,85,1080
12695,39,2001,24723,110,1600,85,1060
14990,33,2001,24650,110,1600,85,1055
12750,43,2001,24553,110,1600,85,1080
14350,41,2001,24475,110,1600,69,1030
12950,39,2001,24444,110,1600,69,1040
11500,35,2001,24011,97,1400,69,1025
11950,41,2001,24000,97,1400,69,1025
13450,40,2001,23616,110,1600,85,1075
12900,38,2001,22865,110,1600,85,1075
10500,41,2001,22780,86,1300,69,1035
10950,35,2001,21904,97,1400,69,1025
11950,41,2001,21651,97,1400,69,1025
11450,37,2001,21500,110,1600,69,1030
13250,44,2001,21027,110,1600,85,1080
10250,39,2001,18500,110,1600,69,1030
13995,35,2001,18000,110,1600,85,1075
11950,40,2001,17051,97,1400,85,1060
13250,33,2001,16512,97,1400,19,1085
12950,40,2001,16325,110,1600,85,1080
11750,38,2001,16000,97,1400,85,1060
11500,39,2001,12000,110,1600,85,1075
13500,43,2001,10000,97,1400,85,1060
6500,53,2000,216000,69,1900,185,1110
6400,51,2000,198167,69,1900,185,1095
7000,53,2000,176000,69,1900,185,1105
7750,54,2000,174139,72,2000,185,1100
8900,45,2000,174000,69,1900,185,1095
8500,55,2000,150000,110,1600,72,1075
8950,54,2000,149329,72,2000,185,1135
9900,51,2000,146736,110,1600,85,1080
10250,53,2000,143513,69,1900,185,1140
9250,48,2000,142130,110,1600,197,1119
7750,48,2000,140700,69,1900,64,1110
9450,54,2000,138394,69,1900,185,1095
7750,55,2000,137000,72,2000,185,1135
8250,52,2000,135258,69,1900,185,1140
9950,49,2000,131364,110,1600,85,1075
4450,56,2000,129155,69,1800,64,1110
9950,50,2000,126110,110,1600,85,1055
9000,48,2000,119742,110,1600,85,1080
9950,53,2000,117913,69,1900,64,1110
12450,47,2000,117430,90,2000,210,1165
10500,55,2000,117175,110,1600,69,1035
10750,54,2000,115558,110,1600,69,1035
8950,53,2000,115113,97,1400,69,1025
10500,54,2000,115046,69,1900,185,1140
5150,56,2000,113997,72,2000,64,1135
10950,49,2000,107859,97,1400,85,1060
9450,52,2000,104805,97,1400,69,1025
9950,54,2000,103454,110,1600,85,1075
10950,51,2000,103018,69,1900,185,1140
11900,47,2000,102352,110,1600,85,1080
9950,50,2000,102030,97,1400,85,1060
11950,54,2000,101352,110,1600,85,1080
7900,50,2000,99865,110,1600,69,1035
10950,52,2000,99323,110,1600,85,1055
8950,48,2000,98100,69,1900,185,1140
11950,51,2000,98040,110,1600,85,1080
10900,49,2000,97600,110,1600,69,1045
9950,55,2000,97234,110,1600,85,1080
9950,51,2000,96135,72,2000,185,1115
10950,54,2000,96100,110,1600,85,1080
8950,55,2000,94401,72,2000,185,1115
8950,55,2000,94122,86,1300,69,1015
10500,49,2000,91340,110,1600,85,1055
8950,53,2000,90200,97,1400,69,1025
9250,53,2000,90097,69,1900,185,1140
11500,48,2000,89049,97,1400,85,1060
9750,52,2000,89000,110,1600,85,1075
9950,45,2000,87274,110,1600,69,1040
11450,49,2000,86221,110,1600,69,1045
12500,54,2000,84598,110,1600,19,1075
10500,50,2000,83567,110,1600,85,1075
12950,50,2000,83106,110,1600,85,1075
12200,50,2000,82805,110,1600,69,1040
10950,50,2000,82735,97,1400,69,1030
10950,54,2000,81905,110,1600,19,1105
11290,49,2000,80320,110,1600,85,1070
10750,49,2000,80090,97,1400,69,1030
10895,53,2000,79800,110,1600,85,1075
11500,47,2000,78785,110,1600,197,1119
9750,48,2000,78600,110,1600,85,1075
10250,55,2000,77780,110,1600,69,1040
12500,49,2000,77648,110,1600,69,1030
11950,54,2000,77270,110,1600,69,1035
10750,50,2000,76167,97,1400,85,1060
11450,46,2000,75249,110,1600,69,1035
11950,54,2000,75231,110,1600,85,1080
11750,48,2000,75045,110,1600,85,1055
10950,50,2000,74849,110,1600,85,1060
11950,55,2000,74715,110,1600,85,1080
10995,49,2000,74656,69,1900,185,1105
11450,56,2000,74500,97,1400,69,1025
8900,49,2000,74494,110,1600,85,1075
10500,50,2000,73634,110,1587,85,1075
11750,47,2000,73403,110,1600,85,1075
11450,49,2000,73175,97,1400,69,1030
12000,52,2000,73000,110,1600,85,1055
11950,50,2000,72242,110,1600,85,1070
9850,53,2000,72000,97,1400,69,1025
10950,54,2000,71725,110,1600,69,1035
10950,54,2000,71276,110,1600,85,1080
8695,50,2000,70440,69,1900,185,1105
10990,53,2000,70239,110,1600,69,1040
9500,55,2000,69813,97,1400,69,1025
11950,49,2000,69659,86,1300,69,1025
10750,46,2000,69574,97,1400,85,1065
8750,47,2000,69000,69,1900,185,1140
8750,49,2000,68565,110,1600,69,1030
11450,55,2000,68520,72,2000,185,1115
9950,46,2000,68414,97,1400,69,1025
11950,56,2000,66777,110,1600,85,1090
13950,52,2000,66527,110,1600,85,1080
11250,54,2000,66063,110,1600,85,1090
10900,50,2000,65471,97,1400,85,1060
9750,56,2000,65400,97,1400,69,1025
9950,52,2000,65170,97,1400,69,1025
11950,56,2000,65000,110,1600,19,1075
10450,48,2000,64193,110,1600,69,1040
8950,54,2000,64000,97,1400,69,1025
10250,54,2000,63792,110,1600,85,1075
9930,53,2000,63635,110,1600,69,1035
10500,54,2000,63135,110,1600,69,1050
11950,54,2000,63123,110,1600,69,1035
11500,48,2000,63000,69,1900,185,1140
11500,55,2000,63000,110,1600,69,1035
11450,54,2000,62987,110,1600,85,1080
9900,56,2000,62751,110,1600,69,1050
9500,54,2000,62519,97,1400,69,1025
10500,50,2000,62280,97,1400,85,1060
10750,50,2000,61672,110,1600,85,1075
8950,54,2000,61000,69,2000,185,1140
12000,56,2000,61000,110,1600,69,1050
9940,53,2000,60558,110,1600,19,1105
10950,47,2000,60348,110,1600,69,1030
10750,54,2000,60239,110,1600,85,1075
9799,51,2000,59000,97,1400,69,1025
11750,51,2000,58761,97,1300,85,1060
11950,54,2000,58745,110,1600,69,1035
11250,52,2000,58596,110,1600,69,1045
11750,54,2000,58530,110,1600,85,1075
10950,55,2000,58377,110,1600,69,1050
11250,56,2000,58142,110,1600,85,1080
9950,53,2000,57948,97,1400,69,1025
9700,51,2000,57645,110,1600,85,1080
11950,47,2000,57500,110,1600,19,1105
9900,53,2000,57475,110,1600,69,1040
9990,55,2000,56743,110,1600,69,1045
9475,48,2000,56675,97,1400,69,1025
11500,54,2000,55877,110,1600,85,1075
11950,53,2000,55500,110,1600,69,1035
11500,55,2000,54900,97,1400,85,1060
10500,50,2000,54465,110,1600,85,1075
10900,46,2000,53700,97,1400,85,1060
11700,52,2000,53561,97,1400,85,1060
11900,51,2000,53408,110,1600,85,1080
13950,51,2000,53268,110,1600,85,1080
10950,49,2000,53116,97,1400,69,1025
10500,56,2000,52448,97,1400,69,1025
10750,55,2000,52149,97,1400,19,1085
11950,55,2000,52141,110,1600,85,1070
10000,56,2000,52000,97,1400,69,1025
10495,48,2000,50967,97,1400,85,1060
11450,50,2000,50400,110,1600,85,1080
9400,54,2000,50000,97,1400,69,1025
11950,51,2000,50000,86,1300,69,1045
9650,53,2000,49969,110,1600,85,1075
18950,49,2000,49568,110,1600,19,1105
11450,51,2000,49473,110,1600,85,1055
10250,52,2000,49432,110,1600,69,1050
11450,48,2000,49417,110,1600,69,1045
9950,54,2000,49366,97,1400,69,1025
10500,56,2000,48731,110,1600,85,1055
13750,54,2000,48370,110,1600,85,1080
9950,48,2000,48071,97,1400,69,1025
10250,54,2000,47852,110,1600,69,1030
10850,54,2000,47768,110,1600,85,1055
11895,52,2000,47689,110,1600,85,1075
12950,53,2000,47451,110,1600,85,1055
11950,50,2000,47219,110,1600,85,1080
10750,56,2000,47211,110,1600,85,1070
9550,54,2000,46856,97,1400,85,1060
10950,56,2000,46500,86,1300,69,1035
11750,52,2000,46449,110,1600,69,1035
10950,47,2000,46391,110,1600,85,1075
12450,54,2000,46230,110,1600,85,1055
10500,52,2000,46029,110,1600,69,1030
10900,50,2000,46000,97,1400,69,1025
12950,50,2000,45900,110,1600,85,1075
10950,47,2000,45850,97,1400,85,1060
12500,56,2000,45336,110,1600,85,1080
9950,55,2000,44537,97,1400,69,1025
10750,56,2000,43700,86,1300,69,1025
12500,48,2000,43120,97,1400,69,1030
10450,49,2000,41710,110,1600,69,1040
10750,52,2000,41700,97,1400,69,1025
12950,49,2000,41636,110,1600,19,1105
10995,50,2000,41273,97,1400,85,1060
11950,49,2000,40836,110,1600,85,1075
11250,50,2000,40400,97,1400,85,1060
11950,47,2000,40361,110,1600,85,1090
13750,54,2000,40325,86,1300,69,1045
11000,47,2000,40000,110,1600,85,1080
13500,50,2000,39706,110,1600,85,1080
10950,54,2000,39291,110,1600,69,1040
10750,54,2000,39000,97,1400,69,1025
8950,47,2000,38900,97,1400,69,1025
12950,51,2000,38403,110,1600,85,1055
9750,56,2000,37461,97,1400,69,1025
10900,54,2000,37000,97,1400,69,1025
10995,55,2000,36406,110,1600,69,1035
10750,48,2000,36005,97,1400,85,1065
10950,52,2000,36000,110,1600,85,1075
13000,49,2000,36000,110,1600,85,1080
12950,45,2000,36000,110,1600,85,1070
11500,52,2000,35823,110,1600,85,1075
10950,56,2000,35230,97,1400,69,1025
11710,48,2000,35142,110,1600,85,1055
9980,49,2000,34890,97,1400,69,1025
12250,51,2000,34882,110,1600,85,1075
11500,46,2000,34000,110,1600,85,1075
11950,56,2000,33998,110,1600,85,1080
11500,55,2000,33230,110,1600,69,1050
11900,46,2000,33021,110,1600,85,1080
11930,49,2000,31999,97,1400,69,1030
10500,52,2000,31579,97,1400,69,1025
8950,56,2000,31000,97,1400,69,1025
10450,46,2000,30806,97,1400,85,1060
10500,55,2000,30461,86,1300,69,1050
12950,50,2000,29686,110,1600,85,1075
9950,55,2000,29650,86,1300,69,1025
12900,52,2000,29500,110,1600,85,1055
9950,48,2000,28656,97,1400,19,1085
9950,55,2000,27500,97,1400,69,1025
10950,48,2000,26938,110,1600,69,1040
10950,53,2000,26624,97,1400,85,1060
9950,47,2000,26221,97,1400,69,1025
10950,50,2000,22648,97,1400,85,1060
10800,50,2000,22500,97,1400,69,1025
10500,56,2000,19313,97,1400,69,1025
10450,50,2000,17619,110,1600,69,1030
10600,51,2000,17069,97,1400,69,1025
10450,48,2000,15000,97,1400,69,1025
12950,50,2000,10210,97,1400,85,1065
11250,47,2000,5309,110,1600,85,1070
7500,50,2000,1,90,2000,64,1260
8950,52,2000,31000,97,1398,69,1025
6950,58,1999,205000,72,2000,185,1100
7900,68,1999,204250,72,2000,185,1115
5950,68,1999,194545,86,1300,69,1000
7500,59,1999,190900,72,2000,185,1115
7500,62,1999,183500,72,2000,185,1140
6900,65,1999,176184,72,2000,185,1115
5751,67,1999,174833,72,2000,185,1100
6950,68,1999,155720,86,1300,69,1015
7950,67,1999,155500,110,1600,69,1050
7750,59,1999,154783,72,2000,185,1120
7950,64,1999,154462,72,2000,185,1135
8250,64,1999,150585,110,1600,85,1065
6250,67,1999,149000,90,2000,64,1135
9500,62,1999,147636,72,2000,185,1135
6900,59,1999,144521,72,2000,64,1135
8450,64,1999,144000,110,1600,72,1065
7350,65,1999,140168,72,2000,185,1115
8950,68,1999,140000,110,1600,85,1085
6900,60,1999,139800,72,2000,185,1115
8950,59,1999,137050,110,1600,197,1078
8750,61,1999,136956,110,1600,85,1065
7950,67,1999,135337,110,1600,197,1120
8950,64,1999,133769,72,2000,185,1120
8950,58,1999,133405,72,2000,185,1135
8950,65,1999,132807,72,2000,185,1135
7950,64,1999,132393,72,2000,185,1135
7750,60,1999,130270,110,1600,69,1050
7500,59,1999,130000,72,2000,185,1135
8950,67,1999,127000,72,2000,185,1135
9800,67,1999,126800,72,2000,185,1135
9450,66,1999,126452,110,1600,85,1085
8950,62,1999,125175,116,2000,185,1150
8750,68,1999,125000,72,2000,185,1115
10500,61,1999,123000,72,2000,185,1135
7995,59,1999,121626,86,1300,69,1050
10450,64,1999,120400,110,1600,85,1090
9950,66,1999,120000,72,2000,185,1100
9950,68,1999,119541,110,1600,85,1055
8950,68,1999,119500,110,1600,85,1070
7950,68,1999,119289,110,1600,69,1035
10950,57,1999,118833,110,1600,85,1065
9950,64,1999,118000,72,2000,185,1150
8600,68,1999,117955,110,1600,85,1065
7250,65,1999,117609,86,1300,69,1015
6950,68,1999,117000,72,2000,185,1115
8000,64,1999,116000,86,1300,69,1045
9950,58,1999,115715,110,1600,85,1070
9450,60,1999,115191,110,1600,197,1079
7950,68,1999,115071,110,1600,85,1055
9450,63,1999,115000,110,1600,197,1109
9950,64,1999,114846,110,1600,85,1075
6950,65,1999,114383,90,2000,64,1260
8250,59,1999,113700,110,1600,19,1065
9950,67,1999,113118,86,1300,69,1020
8250,59,1999,112827,86,1300,69,1040
9950,68,1999,112116,110,1600,85,1070
10500,66,1999,112000,110,1600,85,1065
7950,62,1999,112000,72,2000,64,1135
9750,65,1999,111769,110,1600,85,1065
9250,61,1999,110853,110,1600,85,1070
